major,gpa,skills,internships,projects,leadership,career
Psychology,3.43,"Statistics,Python,Project Management,Java",2,8,3,Software Engineer
Mathematics,3.01,"Project Management,Communication,Design,Leadership",1,1,1,Product Manager
Biology,3.44,"Data Analysis,Leadership",4,8,3,Data Scientist
Mathematics,3.22,"Data Analysis,Leadership,Design,Python,Statistics",1,0,0,Data Scientist
Mathematics,3.75,"Java,Project Management,Leadership",4,7,3,Software Engineer
Business,2.99,"Design,Java,Project Management",2,0,0,ML Engineer
Engineering,3.61,"Design,Python",1,4,1,Software Engineer
Biology,3.88,"Design,Leadership,Communication",0,4,0,Product Manager
Psychology,3.95,"Java,Statistics,Python",0,8,3,Software Engineer
Engineering,3.21,"Statistics,Java,Design,Communication,Data Analysis",0,9,3,Software Engineer
Computer Science,3.67,"Leadership,Project Management,Communication,Data Analysis,Statistics",0,5,0,Product Manager
Psychology,2.14,"Python,Data Analysis,Project Management",3,6,3,ML Engineer
Psychology,2.15,"Leadership,Project Management,Python",0,2,2,Software Engineer
Business,2.09,"Communication,Python,Statistics,Design",4,4,2,Software Engineer
Engineering,3.27,"Leadership,Java,Statistics,Communication",2,9,2,Software Engineer
Psychology,2.02,"Project Management,Data Analysis,Communication,Leadership",3,8,1,Product Manager
Computer Science,2.12,"Python,Design,Communication,Java",4,6,0,Software Engineer
Business,3.17,"Java,Statistics",3,9,3,Software Engineer
Business,3.85,"Design,Java,Leadership,Communication",4,3,3,Software Engineer
Biology,3.43,"Leadership,Statistics,Data Analysis",0,9,1,Data Scientist
Psychology,3.59,"Leadership,Java,Python,Communication,Data Analysis",1,8,2,ML Engineer
Business,3.37,"Leadership,Data Analysis",2,3,0,ML Engineer
Biology,3.45,"Leadership,Java,Statistics,Project Management,Data Analysis",2,0,0,Software Engineer
Business,2.22,"Design,Statistics,Data Analysis,Project Management,Leadership",0,6,3,UX Researcher
Psychology,3.0,"Design,Python,Java,Data Analysis,Communication",0,6,1,ML Engineer
Mathematics,2.19,"Statistics,Data Analysis,Java",1,0,1,Software Engineer
Psychology,3.09,"Design,Data Analysis",3,9,0,UX Researcher
Computer Science,2.43,"Statistics,Design,Python,Project Management,Data Analysis",3,1,0,Data Scientist
Business,3.87,"Java,Project Management",0,6,3,Software Engineer
Engineering,2.42,"Leadership,Python,Data Analysis,Design",1,9,3,ML Engineer
Engineering,2.68,"Data Analysis,Statistics,Communication",3,9,0,Data Scientist
Business,3.67,"Data Analysis,Project Management,Design,Java,Leadership",3,9,0,Software Engineer
Psychology,2.99,"Communication,Design,Project Management,Leadership",3,5,1,Product Manager
Computer Science,2.5,"Project Management,Communication,Statistics,Python",4,1,1,Software Engineer
Engineering,2.81,"Python,Data Analysis,Statistics",1,0,1,Data Scientist
Business,2.13,"Design,Java,Statistics",4,5,1,Software Engineer
Computer Science,3.55,"Python,Design,Leadership",0,7,0,Product Manager
Engineering,3.97,"Communication,Project Management",4,2,3,Software Engineer
Engineering,3.13,"Leadership,Java,Statistics,Communication",2,4,1,Software Engineer
Engineering,3.83,"Python,Communication,Design",1,2,3,Software Engineer
Business,2.19,"Statistics,Project Management,Communication,Python",4,4,0,Software Engineer
Psychology,2.5,"Communication,Project Management,Data Analysis",2,1,1,ML Engineer
Psychology,2.53,"Leadership,Communication",3,5,0,Product Manager
Biology,3.4,"Project Management,Python",3,6,3,Software Engineer
Mathematics,2.05,"Python,Project Management",1,2,0,Software Engineer
Computer Science,2.22,"Communication,Python,Data Analysis,Design",3,3,2,Data Scientist
Computer Science,2.4,"Python,Design,Project Management,Java,Leadership",3,0,1,Software Engineer
Mathematics,2.28,"Data Analysis,Communication,Leadership",4,2,3,Product Manager
Computer Science,3.44,"Data Analysis,Statistics,Python",4,9,3,ML Engineer
Biology,2.26,"Design,Python,Java,Leadership,Project Management",2,1,3,Software Engineer
Mathematics,3.24,"Java,Python,Data Analysis,Leadership",4,9,3,ML Engineer
Mathematics,3.86,"Python,Design,Project Management,Data Analysis,Statistics",2,3,1,Data Scientist
Computer Science,2.14,"Communication,Java",0,1,2,Software Engineer
Biology,3.51,"Communication,Leadership,Design,Statistics",2,7,2,Product Manager
Business,3.08,"Java,Statistics,Python,Design",3,8,1,Software Engineer
Computer Science,3.08,"Java,Design,Project Management,Statistics,Data Analysis",0,8,3,Software Engineer
Business,2.08,"Java,Data Analysis",2,3,0,Software Engineer
Biology,3.94,"Project Management,Leadership,Data Analysis",1,3,1,Product Manager
Biology,2.06,"Design,Statistics,Project Management,Python,Communication",3,9,3,Software Engineer
Mathematics,3.5,"Python,Java,Project Management",1,8,3,Software Engineer
Business,2.82,"Data Analysis,Project Management,Statistics,Design",4,0,3,UX Researcher
Biology,2.24,"Leadership,Project Management,Python,Design,Communication",3,0,0,Software Engineer
Engineering,2.01,"Communication,Leadership,Data Analysis,Project Management,Java",4,1,3,Software Engineer
Biology,2.8,"Data Analysis,Statistics",0,4,1,Data Scientist
Mathematics,2.58,"Leadership,Project Management,Design,Data Analysis",1,6,0,UX Researcher
Engineering,3.44,"Statistics,Project Management,Data Analysis",4,9,2,Data Scientist
Mathematics,2.4,"Statistics,Leadership,Python,Design,Project Management",4,8,1,Software Engineer
Mathematics,3.49,"Project Management,Leadership",2,9,0,Consultant
Biology,2.06,"Leadership,Communication,Project Management,Java,Data Analysis",1,5,3,Software Engineer
Engineering,3.82,"Java,Data Analysis,Design,Communication,Python",0,9,2,Data Scientist
Computer Science,3.67,"Statistics,Leadership,Java,Data Analysis",3,6,2,Software Engineer
Computer Science,3.35,"Data Analysis,Java,Statistics,Communication",3,7,3,Software Engineer
Mathematics,2.27,"Leadership,Project Management,Design",2,9,3,UX Researcher
Psychology,2.64,"Java,Design,Data Analysis",1,0,2,Software Engineer
Business,2.0,"Project Management,Python,Design,Data Analysis,Java",4,1,2,Data Scientist
Computer Science,2.89,"Communication,Python,Statistics,Design,Leadership",2,3,3,Software Engineer
Psychology,2.88,"Communication,Leadership",1,5,3,Product Manager
Biology,3.8,"Data Analysis,Design,Project Management",2,2,2,UX Researcher
Biology,3.29,"Design,Leadership,Java,Statistics,Project Management",1,7,1,Software Engineer
Mathematics,2.2,"Python,Statistics,Design",2,8,0,Product Manager
Biology,2.54,"Statistics,Design",3,2,2,UX Researcher
Psychology,3.13,"Statistics,Java,Data Analysis,Project Management,Communication",1,7,2,Software Engineer
Mathematics,2.0,"Java,Design,Project Management,Statistics,Leadership",4,3,3,Software Engineer
Business,2.9,"Project Management,Statistics,Communication,Leadership,Python",3,6,0,Software Engineer
Engineering,2.3,"Data Analysis,Python",2,4,1,ML Engineer
Biology,2.26,"Project Management,Statistics,Python,Leadership",1,8,3,Software Engineer
Biology,2.83,"Leadership,Statistics,Project Management",3,8,2,Data Scientist
Computer Science,2.83,"Leadership,Data Analysis,Java,Design",1,7,0,Software Engineer
Biology,3.41,"Project Management,Design,Java",0,2,1,Software Engineer
Engineering,3.25,"Leadership,Design,Project Management",3,1,0,UX Researcher
Biology,3.44,"Data Analysis,Python,Communication,Project Management",3,6,1,Data Scientist
Psychology,2.25,"Statistics,Leadership,Data Analysis,Java,Project Management",1,5,3,UX Researcher
Mathematics,3.25,"Leadership,Design,Python",3,4,1,Software Engineer
Mathematics,2.56,"Design,Python,Data Analysis,Java,Statistics",0,8,2,Data Scientist
Psychology,2.82,"Leadership,Java,Design",0,1,3,Software Engineer
Computer Science,2.95,"Communication,Python,Design",1,2,3,Software Engineer
Psychology,2.5,"Python,Java,Design",0,8,0,Software Engineer
Computer Science,2.04,"Java,Design,Statistics,Python,Project Management",2,2,2,Software Engineer
Engineering,3.2,"Statistics,Design,Python,Project Management,Leadership",2,6,2,Software Engineer
Mathematics,3.01,"Communication,Python",4,4,3,Software Engineer
Business,2.58,"Project Management,Python,Java",4,1,0,Software Engineer
Business,2.39,"Java,Python,Data Analysis,Statistics,Design",2,2,1,ML Engineer
Mathematics,2.67,"Design,Leadership",2,3,2,UX Researcher
Computer Science,2.32,"Communication,Project Management",4,9,1,UX Researcher
Biology,3.0,"Leadership,Java,Project Management,Design",0,0,2,Software Engineer
Engineering,3.91,"Project Management,Data Analysis",2,9,2,ML Engineer
Computer Science,3.84,"Project Management,Leadership,Statistics",3,9,1,Data Scientist
Computer Science,3.5,"Design,Communication",2,5,2,UX Researcher
Psychology,2.71,"Leadership,Project Management",2,7,2,Product Manager
Business,2.52,"Statistics,Project Management,Leadership",1,1,0,Software Engineer
Mathematics,3.42,"Statistics,Design,Python,Data Analysis",4,5,0,Software Engineer
Biology,2.4,"Communication,Statistics,Leadership,Data Analysis",3,9,0,Product Manager
Business,2.08,"Project Management,Design,Data Analysis,Leadership,Communication",1,8,1,Product Manager
Psychology,3.81,"Leadership,Data Analysis,Python",3,7,0,Data Scientist
Biology,3.31,"Python,Java,Statistics,Leadership,Data Analysis",0,0,1,Data Scientist
Biology,2.68,"Design,Data Analysis,Statistics,Java,Python",3,2,2,Data Scientist
Mathematics,2.49,"Design,Leadership,Statistics,Project Management",0,4,2,UX Researcher
Biology,2.29,"Data Analysis,Statistics",3,3,1,Data Scientist
Computer Science,2.8,"Java,Leadership,Data Analysis,Statistics,Communication",0,1,2,Software Engineer
Psychology,3.18,"Java,Data Analysis,Leadership",3,3,3,Software Engineer
Mathematics,3.4,"Design,Python,Leadership",2,3,1,Software Engineer
Computer Science,2.59,"Design,Leadership",3,8,1,UX Researcher
Business,3.32,"Design,Python,Leadership,Communication,Statistics",1,5,2,Data Scientist
Biology,3.43,"Leadership,Data Analysis,Communication,Java",2,6,0,Software Engineer
Business,2.92,"Java,Data Analysis",4,4,1,Software Engineer
Biology,3.39,"Project Management,Design,Communication,Leadership,Java",0,2,1,Software Engineer
Engineering,3.82,"Java,Leadership,Design",2,6,0,Software Engineer
Mathematics,2.1,"Data Analysis,Leadership,Python,Design",1,9,2,Data Scientist
Mathematics,3.42,"Communication,Python,Data Analysis,Design",0,3,2,Data Scientist
Psychology,3.53,"Communication,Data Analysis",4,8,2,Software Engineer
Computer Science,3.09,"Design,Python,Project Management,Statistics,Data Analysis",1,2,2,Data Scientist
Biology,2.06,"Leadership,Data Analysis",4,0,0,ML Engineer
Psychology,2.21,"Data Analysis,Java,Leadership,Design",2,4,2,Software Engineer
Engineering,2.32,"Python,Java,Statistics,Leadership",3,6,2,Software Engineer
Computer Science,2.62,"Python,Statistics,Leadership,Design,Project Management",4,8,0,Software Engineer
Mathematics,3.86,"Python,Leadership,Communication,Design,Data Analysis",3,4,3,Consultant
Psychology,2.25,"Data Analysis,Design,Leadership,Java,Project Management",4,4,1,Software Engineer
Mathematics,3.79,"Java,Leadership,Python,Data Analysis,Communication",1,8,0,ML Engineer
Psychology,2.37,"Data Analysis,Python,Design,Statistics,Leadership",0,1,2,ML Engineer
Biology,2.05,"Java,Communication,Python",4,3,0,UX Researcher
Psychology,2.27,"Leadership,Python",1,0,3,Software Engineer
Biology,2.42,"Communication,Data Analysis,Python",2,8,3,Data Scientist
Mathematics,2.97,"Data Analysis,Design",2,8,1,Product Manager
Business,2.72,"Project Management,Java,Design",1,9,1,Software Engineer
Business,3.46,"Statistics,Communication,Project Management",0,5,2,Data Scientist
Computer Science,2.43,"Project Management,Java",3,6,3,Software Engineer
Computer Science,2.03,"Leadership,Data Analysis",0,1,3,UX Researcher
Business,2.26,"Python,Java,Data Analysis,Communication",0,3,1,Data Scientist
Computer Science,3.96,"Communication,Statistics,Python,Project Management,Java",1,6,2,Software Engineer
Business,3.52,"Java,Leadership,Data Analysis",1,9,0,Software Engineer
Psychology,3.78,"Statistics,Design,Python,Data Analysis",0,3,2,UX Researcher
Engineering,3.6,"Java,Statistics",4,3,0,Software Engineer
Mathematics,3.31,"Statistics,Data Analysis,Java",1,9,3,Software Engineer
Computer Science,3.5,"Java,Statistics,Communication",4,4,0,Software Engineer
Mathematics,2.5,"Communication,Data Analysis,Java,Design,Leadership",1,8,3,Software Engineer
Mathematics,2.0,"Statistics,Data Analysis,Java,Python",1,2,0,ML Engineer
Business,3.27,"Project Management,Statistics",0,4,3,Data Scientist
Mathematics,2.39,"Statistics,Data Analysis,Java",4,5,3,Software Engineer
Business,3.19,"Leadership,Python,Project Management,Design",1,3,0,Software Engineer
Computer Science,2.24,"Java,Communication,Python",3,9,1,Software Engineer
Engineering,3.91,"Statistics,Data Analysis,Leadership",4,8,1,Data Scientist
Biology,2.4,"Project Management,Python,Communication,Design",4,3,3,Software Engineer
Business,3.05,"Data Analysis,Python",1,8,1,ML Engineer
Mathematics,3.11,"Project Management,Leadership",0,7,0,Data Scientist
Computer Science,2.39,"Communication,Python,Data Analysis",3,1,1,ML Engineer
Mathematics,3.09,"Statistics,Project Management,Python",3,5,3,Software Engineer
Engineering,3.39,"Statistics,Data Analysis,Leadership,Design",4,1,1,UX Researcher
Psychology,2.31,"Statistics,Leadership",1,6,3,Data Scientist
Biology,2.6,"Java,Project Management",2,7,0,Data Scientist
Engineering,2.15,"Data Analysis,Python,Leadership",1,1,2,Data Scientist
Computer Science,2.21,"Communication,Project Management,Statistics,Leadership",2,7,3,Product Manager
Mathematics,2.38,"Data Analysis,Project Management",4,8,2,Data Scientist
Engineering,3.65,"Python,Communication,Statistics,Leadership",0,3,3,Software Engineer
Engineering,3.72,"Python,Data Analysis,Project Management,Communication",4,2,0,Data Scientist
Biology,2.76,"Data Analysis,Python,Leadership,Statistics,Communication",0,5,2,Data Scientist
Business,2.9,"Python,Project Management,Leadership",0,4,3,Software Engineer
Business,2.6,"Leadership,Design,Statistics,Python,Java",4,2,2,Software Engineer
Psychology,3.19,"Python,Java,Communication,Design",2,2,0,Software Engineer
Business,3.01,"Python,Design,Communication,Leadership",2,1,0,Software Engineer
Business,3.35,"Project Management,Communication,Design",4,9,0,Data Scientist
Psychology,3.81,"Design,Project Management,Python,Communication,Java",0,0,1,Software Engineer
Psychology,2.55,"Project Management,Python,Design,Statistics",3,5,1,Software Engineer
Psychology,2.14,"Project Management,Statistics,Python",0,8,3,Software Engineer
Biology,2.81,"Statistics,Data Analysis,Project Management,Communication,Design",1,9,1,UX Researcher
Computer Science,3.87,"Data Analysis,Leadership",4,1,1,Software Engineer
Biology,2.45,"Python,Statistics",1,3,1,Software Engineer
Computer Science,3.49,"Design,Java",0,6,1,Software Engineer
Engineering,3.12,"Data Analysis,Java,Design,Communication,Project Management",2,2,3,Software Engineer
Mathematics,3.46,"Statistics,Leadership,Java,Data Analysis",4,2,2,Software Engineer
Business,3.8,"Design,Leadership,Statistics,Communication,Python",3,8,3,UX Researcher
Computer Science,3.06,"Java,Python,Design,Data Analysis,Statistics",3,2,0,ML Engineer
Computer Science,2.8,"Leadership,Statistics,Data Analysis",1,5,1,Data Scientist
Mathematics,2.62,"Leadership,Data Analysis,Design,Python",4,6,3,Data Scientist
Engineering,3.72,"Project Management,Java,Statistics,Design",2,4,2,Software Engineer
Business,3.33,"Python,Leadership",0,4,2,Software Engineer
Business,3.69,"Python,Data Analysis,Design,Leadership,Java",3,5,3,ML Engineer
Engineering,2.4,"Project Management,Python,Data Analysis,Communication,Java",1,5,2,ML Engineer
Psychology,2.7,"Java,Project Management,Data Analysis,Statistics,Design",1,7,2,Software Engineer
Psychology,2.78,"Communication,Project Management,Statistics",0,5,0,Data Scientist
Business,3.32,"Design,Java",4,1,3,Product Manager
Computer Science,2.85,"Python,Project Management,Data Analysis",1,7,2,Data Scientist
Business,2.6,"Java,Python",4,5,1,Software Engineer
